show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3,-0.4871000357653346,0.703175367818987,-0.148915545082123,1.5528398569490707,0.17785224136796896,2021-03-30,0.4575825928274878,-0.9753895620530149,0.8484513107008215,-1.5490001116193517,After a man discovers his wife is cheating on him with a neighborhood kid he goes down a furious path of self-destruction
s4,-0.4871000357653346,0.4315794805289019,1.3484547497459998,-0.5114270302358987,0.17785224136796896,2021-03-30,0.29903282372372725,-0.9753895620530149,0.766810133791071,0.11366596134295713,"Pink breaks the mold once again, bringing her career to a new level in 2013 with a world tour that entertains unlike ever before! Get inside access to ""the girl who got the party started"" with exclusive interviews and rare live performances."
s7,-0.4871000357653346,-0.43408762196825623,-0.872062060896782,-1.7494307563778277,0.17785224136796896,2021-03-30,0.4575825928274878,-0.9753895620530149,1.1750160183398233,0.31318589009843417,"They are the ""First Call, A-list"" musicians, just 20 feet from stardom, yet rarely receive credit for their work. The 'hired gun' community lives and breathes music, and for the first time, share their incredible stories detailing the highs and lows of touring life, the demands of session schedules, and the dedication required to play next to some of the world's most iconic musicians."
s8,-0.4871000357653346,-0.5268888552243671,1.5554520795516829,-0.09922279332946614,0.17785224136796896,2021-03-30,0.40473266979290096,-0.9753895620530149,-0.87767642967676,-0.28537389616799697,"This honest, uncompromising comedy chronicles the war stories and sexual misadventures of a tight circle of lovers and friends fighting to get their acts together, for better or worse."
s10,-0.4871000357653346,-0.9382240512784803,1.0184687467116154,0.06398968292594923,0.17785224136796896,2021-04-01,-0.7579656369680097,-0.9753895620530149,1.1050378667028944,0.37969253301692657,"Sally Goodson is a devoted mother to her autistic son David. Abandoned by her husband, Sally has managed to keep her son out of ""the System"", until a social worker comes along."
s12,-0.4871000357653346,0.9507647584752521,0.12730491774299302,0.16507013697049625,0.17785224136796896,2021-04-10,0.29903282372372725,-0.9753895620530149,1.1167008919757158,-0.28537389616799697,"When a car crash leaves Frannie immobilized, she is brushed off by everyone she can count on. With nowhere else to turn, Frannie reluctantly calls her ex, Devon, for help. It isn't long before old wounds emerge and are made worse when Devon's crazy new girlfriend shows up."
s16,-0.4871000357653346,0.9016768474478883,-1.6496461861733251,-0.22441418136629043,0.17785224136796896,2021-06-03,0.5632824388966615,-0.9753895620530149,1.1516899677941803,-0.24546991041690158,"Summer '03 is the hilarious story of 16-year-old Jamie and her family, who are shocked after her calculating grandmother unveils an array of family secrets on her deathbed, one involving religion, the other of a more personal nature. Jamie is left to navigate her own love life and her closest friendships in the midst of this family crisis, and one of the most memorable summers of her life."
s17,-0.4871000357653346,1.7311550520343624,-0.7403364873840745,0.31112675634679127,0.17785224136796896,,0.40473266979290096,-0.9753895620530149,1.023396689793144,1.011505640742604,"When a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city."
s20,-0.4871000357653346,1.7279302987551923,-1.0165569502091905,-0.7965851918753318,0.17785224136796896,,0.5104325158620746,1.4047382233908385,-1.250893238407048,1.3041348695839703,"ZOE tells a tale of forbidden love between an engineer and a robot. ZOE (Léa Seydoux) and COLE (Ewan McGregor) are colleagues and veiled lovers at a lab working to perfect romantic relationships. But their relationship is threatened when Zoe discovers the truth about their relationship, sending them into a spiral of confusion, betrayal and the most intense of human emotions, love."
s25,-0.4871000357653346,1.7250638513959302,1.1690122592975667,0.6426520987406037,0.17785224136796896,,-0.9165154060717702,1.4047382233908385,1.1283639172485374,0.37969253301692657,"Zandalee has grown bored with her poet-turned-businessman husband and has an affair with his best friend. When their passions grow wild, it proves to be too hot for any of them to handle."
s26,-0.4871000357653346,1.723988933636207,-1.0179010887144222,0.2749603553583753,0.17785224136796896,,-0.17661648358755436,0.13533673782078337,0.4752345019705336,0.11366596134295713,"The Zambezi river is the fourth-longest river in Africa, flowing from the heart of Zambia all the way to the Indian Ocean. Along the way, we discover the breathtaking wildlife that call the river home, including hippos and crocodiles. As we follow the course of this infamous river, even more diverse wildlife is revealed along its shores. With danger at every turn, this is Zambezi!"
s34,-0.4871000357653346,1.7168228152380518,0.26373497602401136,0.2749603553583753,0.17785224136796896,,-0.07091663751838066,0.9287126663020678,0.21864794596846066,1.2442788909573272,"Young Love celebrates the release of ""Too Young To Fight It"" with a midnight show inside an old factory building."
s35,-0.4871000357653346,1.7164645093181439,0.26373497602401136,0.2749603553583753,0.17785224136796896,,-0.07091663751838066,0.9287126663020678,0.23031097124128214,1.2442788909573272,"Young Love returns to Baeble's silver screen with a bigger stage, expanded setlist, nicer clothes, and the same blend of rock, dance, and pop."
s37,-0.4871000357653346,1.714672979718605,-0.7820047810462575,-0.5587215546053657,0.17785224136796896,,0.3518827467583141,1.4047382233908385,-1.2625562636798693,0.37969253301692657,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.
s38,-0.4871000357653346,1.7150312856385128,-1.2658946429296725,-1.0381582036056483,0.17785224136796896,,0.4575825928274878,-0.9753895620530149,1.1750160183398233,-0.24546991041690158,"In You, Me and Him we meet lesbian couple Olivia and Alex (Lucy Punch, Faye Marsay) who, despite their age difference, are very much in love. But as the question of pregnancy rears its head and their neighbor John (David Tennant) befriends them, they both start making some truly disastrous decisions."
s39,-0.4871000357653346,1.711806532359343,0.26373497602401136,-1.6451045996804743,0.17785224136796896,,0.40473266979290096,0.13533673782078337,1.0700487908844298,0.9383483335322623,"This session will establish how to prepare for the practice of both mindfulness and meditation. We learn to sit with a correctly aligned spine, to observe, regulate, slow down and control the breath. These in-turn will act upon the mind and begin to still its chatter and noise. Performed by Anne-Marie Newland founder of Sun Power Yoga teacher training school and author of ""Sun Power Yoga Shala!"""
s40,-0.4871000357653346,1.7114482264394353,0.26373497602401136,-1.3237800370526251,0.17785224136796896,,0.29903282372372725,0.13533673782078337,-0.2478730649443992,0.8518896977382222,"Sharecare Windows presents Caroline Shola Arewa who describes the positions, meaning and qualities of energy, as well as the seven main chakras, gently leading you into a guided chakra meditation. Chakras are at the heart of the human energy system and understanding the chakra system can positively affect your physical health, emotional stability and spiritual awareness."
s41,-0.4871000357653346,1.7110899205195276,0.26373497602401136,-1.6284124146088976,0.17785224136796896,,0.40473266979290096,0.13533673782078337,-0.761046176948545,0.9383483335322623,Reduce the stress of flying by using these simple and affective yoga-based moves to keep the blood flowing around the body. Help prevent Deep Vein Thrombosis and allow the heart and the brain to get as much oxygen on board as possible. Drink plenty of water and get up and walk-It's really simple and effective.
s42,-0.4871000357653346,1.7107316145996196,0.26373497602401136,-0.924094938949875,0.17785224136796896,,0.29903282372372725,0.13533673782078337,-0.06126466057925526,1.324086862459518,"This session with Dr Daniel J Nightingale is helpful for anyone whose quality of life is diminished by habitual and addictive behavior. Discover techniques that can help you break your habit, allowing you to become in control of IT, rather than IT being in control of you. This session will prove to be beneficial to you any time you wish to listen to it-day or night."
s44,-0.4871000357653346,1.7075068613204498,0.26373497602401136,-1.6284124146088976,0.17785224136796896,,0.29903282372372725,0.13533673782078337,-0.14290583748900573,0.9383483335322623,Relax and reduce your stress while you lay down in a comfortable position to listen to this session. Yoga relaxation takes the whole body into a deep state of conscious relaxation. During a sleep or dream state the conscious mind is switched off and we have dreams which can result in not sleeping well and then you often wake up feeling exhausted.
s45,-0.4871000357653346,1.7096566968398965,0.26373497602401136,-1.6284124146088976,0.17785224136796896,,0.29903282372372725,0.13533673782078337,-0.2478730649443992,0.9383483335322623,"Yoga relaxation takes the whole body into a deep state of conscious relaxation. This means the mind has been afforded the tools needed to switch off its subconscious. During a sleep or dream state, the conscious mind is turned in the off position and as a result we have dreams which may lead to you not sleeping well, waking up often and feeling exhausted."
